Name,Age,GPA,Credits Completed,Year,Pathway
Jill Brown,15,3.33,12,Junior,Marketing
Josh Miller,17,2.55,58,Freshmen,Early Childhood Education
Marge Smith,15,0.73,32,Freshmen,Engineering
Lisa Jordan,14,1.49,24,Sophomore,Engineering
Christina Lewis,19,1.59,51,Freshmen,Computer Science
Stephanie Jordan,14,0.37,28,Senior,Early Childhood Education
Josh Miller,16,1.61,38,Victory Lap,Criminal Justice
Rachel Robinson,18,3.47,21,Freshmen,Engineering
Jill Brown,14,3.83,17,Freshmen,Criminal Justice
Joey Bradberry,18,0.42,32,Junior,Computer Science
Mack Brown,19,0.58,51,Sophomore,Criminal Justice
Catherine Miller,19,2.07,10,Senior,Bio Med
Jane Johnson,17,1.65,29,Senior,Early Childhood Education
Stephanie Patel,15,2.06,4,Victory Lap,Criminal Justice
Jordan Jones,18,2.91,17,Freshmen,Computer Science
Rachel Jones,14,3.04,42,Senior,Business
Stephanie Lewis,19,4.28,52,Victory Lap,Bio Med
Catherine Bradberry,17,1.78,40,Senior,Criminal Justice
Rachel Smith,17,1.98,28,Junior,Business
Patrick Smith,19,1.99,18,Sophomore,Criminal Justice
Christina Johnson,14,0.89,8,Sophomore,Marketing
Mack Jones,16,0.62,19,Sophomore,Early Childhood Education
Ben Miller,18,3.03,17,Victory Lap,Early College
Marge Davis,19,0.53,24,Victory Lap,Engineering
Rachel Smith,14,2.78,42,Victory Lap,Business
Patrick Jordan,18,2.0,55,Sophomore,Marketing
Emma Garcia,16,2.6,13,Sophomore,Culinary
Noah Davis,14,0.92,8,Junior,Culinary
Aiden Miller,17,3.65,58,Junior,Culinary
Joey Johnson,15,1.94,45,Junior,Engineering
Joey Jones,16,0.82,60,Junior,Computer Science
Dave Smith,15,2.34,56,Freshmen,Engineering
Catherine Jordan,16,2.66,59,Victory Lap,Criminal Justice
Jane Jones,18,1.32,32,Senior,Criminal Justice
Patrick Anderson,18,3.33,52,Sophomore,Criminal Justice
Aiden Jones,19,1.57,22,Freshmen,Bio Med
Patrick Patel,18,0.45,11,Sophomore,Marketing
Matthew Jordan,19,2.68,60,Victory Lap,Business
Stephanie Smith,16,3.04,9,Sophomore,Engineering
Daniel Anderson,15,0.64,16,Freshmen,Bio Med
Christina Brown,14,1.97,9,Senior,Criminal Justice
Ben Jones,16,3.7,38,Freshmen,Bio Med
Patrick Robinson,15,0.49,14,Freshmen,Bio Med
Rachel Jones,15,1.46,58,Freshmen,Marketing
Jordan Miller,15,2.11,21,Senior,Criminal Justice
Mack Brown,17,2.65,42,Freshmen,Marketing
Noah Robinson,18,0.96,3,Freshmen,Computer Science
Emma Smith,14,4.16,55,Sophomore,Culinary
Joey Patel,17,2.6,56,Victory Lap,Bio Med
Aiden Garcia,15,1.9,59,Junior,Marketing
Lisa Brown,16,0.46,41,Junior,Marketing
Emma Brown,15,3.94,39,Junior,Criminal Justice
Ben Patel,17,0.44,9,Senior,Computer Science
Rachel Rulli,16,0.74,55,Senior,Bio Med
Josh Savoie,15,3.99,33,Sophomore,Early Childhood Education
Jill Garcia,19,4.08,48,Senior,Computer Science
Patrick Rulli,18,2.49,20,Junior,Business
Jill Lewis,17,2.93,40,Senior,Criminal Justice
Joey Johnson,14,2.74,41,Victory Lap,Bio Med
Matthew Rulli,16,2.84,20,Victory Lap,Bio Med
Daniel Smith,16,4.2,47,Junior,Early Childhood Education
Matthew Savoie,17,1.22,16,Victory Lap,Business
Ben Johnson,16,2.93,44,Sophomore,Bio Med
Aiden Smith,18,0.46,47,Freshmen,Business
Ben Jordan,18,3.44,32,Senior,Business
Markus Brown,17,1.62,52,Freshmen,Early Childhood Education
Josh Lewis,14,1.52,24,Victory Lap,Computer Science
Catherine Bradberry,16,2.49,47,Senior,Business
Noah Rulli,15,2.06,18,Victory Lap,Business
Josh Smith,17,1.76,1,Victory Lap,Marketing
Aiden Robinson,17,3.9,52,Senior,Marketing
Lisa Robinson,19,3.01,20,Freshmen,Engineering
Marge Jordan,17,1.77,12,Junior,Early College
Jordan Smith,15,1.98,49,Freshmen,Early Childhood Education
Emma Brown,17,1.11,53,Victory Lap,Engineering
Stephanie Bradberry,19,0.69,44,Victory Lap,Culinary
Joey Savoie,14,2.88,27,Freshmen,Marketing
Markus Robinson,14,4.23,12,Sophomore,Early Childhood Education
Mack Johnson,15,3.54,13,Freshmen,Criminal Justice
Lisa Anderson,15,3.7,28,Junior,Engineering
Noah Patel,15,3.74,10,Sophomore,Computer Science
Catherine Rulli,18,3.01,43,Senior,Marketing
Patrick Bradberry,17,3.62,37,Freshmen,Bio Med
Daniel Bradberry,18,1.3,7,Sophomore,Computer Science
Marge Patel,18,1.28,16,Senior,Engineering
Joey Robinson,18,1.32,53,Senior,Business
Mack Garcia,18,2.27,38,Freshmen,Criminal Justice
Stephanie Bradberry,16,2.21,16,Junior,Early College
Lisa Miller,16,3.97,46,Junior,Engineering
Rachel Patel,14,3.58,22,Junior,Culinary
Jordan Smith,18,3.36,3,Victory Lap,Culinary
Jane Johnson,19,3.54,9,Junior,Criminal Justice
Ben Bradberry,17,3.34,18,Freshmen,Culinary
Matthew Johnson,15,1.49,2,Victory Lap,Culinary
Emma Savoie,19,2.47,27,Freshmen,Marketing
Marge Savoie,16,1.12,29,Sophomore,Bio Med
Marge Robinson,18,2.25,12,Victory Lap,Early Childhood Education
Catherine Brown,16,0.89,7,Victory Lap,Early College
Matthew Rulli,17,3.71,57,Senior,Business
Aiden Anderson,18,4.1,49,Freshmen,Criminal Justice
Daniel Anderson,19,3.07,29,Sophomore,Culinary
Aiden Savoie,16,1.17,25,Victory Lap,Business
Markus Bradberry,19,3.94,29,Senior,Criminal Justice
Christina Davis,18,1.43,17,Junior,Early College
Daniel Miller,14,3.44,29,Freshmen,Marketing
Ben Davis,15,3.33,25,Junior,Early Childhood Education
Aiden Rulli,19,0.46,1,Sophomore,Early College
Dave Brown,17,0.62,9,Victory Lap,Engineering
Daniel Davis,17,0.77,19,Senior,Early College
Emma Jones,19,2.78,60,Victory Lap,Criminal Justice
Joey Anderson,16,1.27,52,Junior,Early College
Christina Jones,15,2.67,15,Victory Lap,Computer Science
Emma Jordan,18,1.59,44,Freshmen,Early College
Catherine Anderson,16,4.13,23,Junior,Marketing
Aiden Davis,14,1.94,21,Freshmen,Computer Science
Jill Lewis,19,0.66,57,Senior,Criminal Justice
Matthew Brown,19,1.37,15,Freshmen,Computer Science
Emma Brown,18,1.74,33,Senior,Culinary
Emma Robinson,19,2.02,5,Junior,Marketing
Aiden Miller,17,0.67,30,Victory Lap,Business
Matthew Smith,19,3.49,20,Sophomore,Culinary
Dave Davis,17,1.12,20,Sophomore,Early Childhood Education
Emma Lewis,17,2.35,23,Junior,Engineering
Christina Patel,15,2.3,54,Freshmen,Early Childhood Education
Daniel Anderson,18,2.75,57,Freshmen,Computer Science
Aiden Bradberry,18,3.27,15,Sophomore,Bio Med
Daniel Smith,16,3.26,17,Victory Lap,Engineering
Lisa Anderson,16,3.36,13,Senior,Engineering
Mack Patel,19,2.49,16,Senior,Early Childhood Education
Stephanie Miller,18,2.11,15,Junior,Bio Med
Mack Jones,17,0.39,25,Junior,Criminal Justice
Rachel Rulli,18,1.23,41,Sophomore,Criminal Justice
Marge Patel,15,3.17,44,Sophomore,Computer Science
Matthew Miller,16,0.98,46,Senior,Culinary
Stephanie Savoie,19,2.26,13,Sophomore,Early Childhood Education
Matthew Robinson,18,3.28,20,Freshmen,Bio Med
Matthew Garcia,17,1.32,46,Victory Lap,Early College
Noah Anderson,16,2.72,27,Freshmen,Culinary
Matthew Patel,16,0.36,51,Victory Lap,Culinary
Jane Brown,18,0.44,30,Senior,Early College
Noah Garcia,16,1.01,32,Victory Lap,Criminal Justice
Emma Jones,18,0.72,11,Junior,Marketing
Jill Patel,19,1.93,47,Freshmen,Bio Med
Jane Bradberry,15,1.95,29,Junior,Bio Med
Dave Davis,17,2.97,53,Senior,Computer Science
Daniel Rulli,14,1.3,20,Sophomore,Criminal Justice
Emma Davis,16,1.37,35,Sophomore,Criminal Justice
Jill Bradberry,19,2.06,2,Senior,Computer Science
Patrick Lewis,14,2.58,35,Junior,Business
Mack Patel,19,2.43,5,Freshmen,Engineering
Aiden Bradberry,14,2.51,8,Victory Lap,Culinary
Dave Jordan,18,1.23,18,Junior,Business
Dave Brown,14,4.09,22,Freshmen,Business
Dave Johnson,15,1.49,45,Senior,Engineering
Joey Jordan,18,0.93,41,Junior,Early Childhood Education
Stephanie Patel,18,4.29,3,Victory Lap,Bio Med
Jordan Robinson,16,3.59,40,Junior,Computer Science
Patrick Robinson,15,2.46,60,Junior,Bio Med
Stephanie Rulli,19,3.75,46,Sophomore,Bio Med
Ben Jordan,16,1.45,19,Victory Lap,Early Childhood Education
Patrick Miller,17,0.78,44,Senior,Engineering
Patrick Brown,17,0.81,14,Victory Lap,Early Childhood Education
Joey Savoie,18,2.99,52,Junior,Early College
Jordan Jordan,19,3.97,11,Senior,Early Childhood Education
Marge Lewis,18,3.57,52,Victory Lap,Culinary
Aiden Jordan,16,0.66,29,Sophomore,Marketing
Matthew Rulli,17,3.87,34,Junior,Early College
Daniel Davis,17,3.43,47,Freshmen,Culinary
Lisa Lewis,19,3.96,20,Victory Lap,Criminal Justice
Aiden Miller,16,1.88,18,Senior,Business
Christina Robinson,18,2.04,3,Junior,Business
Dave Brown,19,4.1,5,Sophomore,Criminal Justice
Josh Robinson,16,1.89,25,Freshmen,Business
Emma Brown,14,2.34,33,Freshmen,Engineering
Matthew Patel,18,3.69,56,Freshmen,Computer Science
Joey Smith,19,3.2,24,Senior,Computer Science
Christina Savoie,14,0.33,45,Sophomore,Bio Med
Daniel Brown,16,3.63,49,Freshmen,Early Childhood Education
Mack Robinson,15,2.39,55,Senior,Culinary
Noah Davis,19,3.81,46,Senior,Business
Jane Brown,14,2.94,6,Freshmen,Early College
Jill Rulli,17,2.08,59,Freshmen,Bio Med
Jill Brown,19,0.39,51,Senior,Business
Stephanie Davis,15,1.6,30,Freshmen,Computer Science
Josh Jones,15,3.22,35,Freshmen,Bio Med
Aiden Davis,17,4.09,37,Junior,Early College
Jill Robinson,14,2.94,18,Freshmen,Early Childhood Education
Rachel Davis,19,3.56,18,Junior,Early Childhood Education
Marge Garcia,17,3.18,28,Junior,Criminal Justice
Josh Savoie,15,0.39,36,Freshmen,Early Childhood Education
Jill Patel,16,3.17,49,Junior,Marketing
Jill Jordan,14,1.09,54,Junior,Marketing
Stephanie Rulli,18,4.26,2,Junior,Bio Med
Matthew Rulli,19,0.67,4,Senior,Criminal Justice
Daniel Bradberry,15,0.54,19,Victory Lap,Bio Med
Jill Anderson,19,0.52,0,Senior,Engineering
Marge Jordan,15,1.24,27,Senior,Culinary
Matthew Johnson,17,0.94,49,Senior,Engineering
Jane Bradberry,15,2.08,17,Sophomore,Engineering
Noah Anderson,18,3.38,46,Sophomore,Computer Science
Catherine Davis,15,4.12,9,Sophomore,Early College
Daniel Miller,16,1.5,20,Victory Lap,Criminal Justice
Jill Davis,17,1.16,4,Freshmen,Business
Rachel Davis,19,3.33,24,Junior,Early Childhood Education
Jane Miller,16,1.35,38,Freshmen,Engineering
Josh Patel,19,0.97,20,Victory Lap,Early Childhood Education
Marge Brown,15,3.02,45,Sophomore,Early College
Patrick Anderson,17,1.42,33,Victory Lap,Culinary
Jane Miller,15,1.09,32,Senior,Business
Joey Miller,15,2.07,58,Sophomore,Early Childhood Education
Dave Anderson,16,0.99,5,Junior,Early Childhood Education
Stephanie Lewis,17,1.14,45,Freshmen,Marketing
Jordan Smith,18,1.86,27,Sophomore,Early Childhood Education
Stephanie Jordan,16,3.04,11,Freshmen,Culinary
Marge Savoie,17,1.06,49,Junior,Engineering
Jill Lewis,15,3.94,56,Victory Lap,Early Childhood Education
Mack Rulli,14,1.33,25,Senior,Engineering
Patrick Rulli,17,1.86,56,Sophomore,Marketing
Lisa Miller,16,2.02,3,Junior,Criminal Justice
Emma Robinson,14,2.16,6,Sophomore,Engineering
Josh Patel,17,3.52,38,Junior,Criminal Justice
Aiden Lewis,17,3.11,60,Victory Lap,Business
Jill Robinson,14,3.12,51,Freshmen,Culinary
Matthew Garcia,15,3.11,6,Freshmen,Criminal Justice
Josh Jones,17,1.18,23,Junior,Business
Catherine Miller,16,0.48,58,Sophomore,Criminal Justice
Noah Brown,18,1.69,5,Senior,Early Childhood Education
Emma Brown,14,4.13,35,Senior,Culinary
Joey Brown,18,2.23,13,Junior,Marketing
Rachel Robinson,15,2.9,41,Victory Lap,Culinary
Joey Miller,18,3.76,13,Junior,Culinary
Christina Smith,15,0.59,26,Victory Lap,Bio Med
Matthew Lewis,14,1.91,56,Victory Lap,Engineering
Christina Rulli,18,2.26,27,Sophomore,Criminal Justice
Stephanie Rulli,17,0.51,13,Senior,Business
Jane Bradberry,14,3.55,35,Sophomore,Early Childhood Education
Josh Savoie,14,2.07,57,Freshmen,Marketing
Emma Brown,17,3.72,34,Junior,Business
Marge Jordan,17,2.79,41,Freshmen,Criminal Justice
Noah Jordan,16,1.52,20,Sophomore,Business
Jordan Bradberry,17,2.23,48,Senior,Early College
Stephanie Anderson,18,3.23,4,Senior,Business
Lisa Johnson,18,0.41,3,Victory Lap,Early College
Markus Lewis,18,4.22,30,Senior,Early College
Dave Smith,17,3.65,11,Junior,Computer Science
Patrick Garcia,15,0.5,0,Victory Lap,Early Childhood Education
Rachel Miller,14,2.05,6,Victory Lap,Marketing
Jordan Rulli,16,2.66,33,Junior,Business
Ben Smith,19,4.11,28,Junior,Culinary
Aiden Patel,17,0.48,13,Victory Lap,Early College
Stephanie Miller,14,1.97,42,Freshmen,Bio Med
Rachel Garcia,19,2.79,10,Freshmen,Marketing
Catherine Jordan,15,3.99,7,Junior,Computer Science
Catherine Garcia,17,1.37,10,Junior,Business
Jane Brown,16,1.11,37,Junior,Criminal Justice
Stephanie Robinson,16,1.08,55,Freshmen,Bio Med
Daniel Miller,16,0.75,32,Junior,Marketing
Catherine Bradberry,16,0.59,7,Sophomore,Engineering
Jill Brown,17,1.93,32,Freshmen,Business
Jill Savoie,17,1.81,0,Sophomore,Early College
Mack Garcia,15,3.08,27,Senior,Early College
Christina Lewis,19,4.28,31,Senior,Early Childhood Education
Matthew Anderson,15,1.15,0,Victory Lap,Marketing
Catherine Robinson,16,3.84,19,Victory Lap,Culinary
Markus Jordan,19,1.21,28,Senior,Computer Science
Ben Smith,15,4.22,56,Victory Lap,Culinary
Aiden Savoie,14,0.97,53,Freshmen,Criminal Justice
Dave Johnson,15,3.94,58,Victory Lap,Business
Matthew Brown,16,1.33,18,Junior,Early Childhood Education
Mack Miller,19,3.86,11,Junior,Culinary
Jordan Smith,17,2.78,4,Junior,Computer Science
Stephanie Patel,15,2.43,3,Senior,Criminal Justice
Daniel Jones,19,2.61,14,Sophomore,Early College
Lisa Robinson,15,2.8,10,Freshmen,Marketing
Emma Jones,19,3.51,34,Junior,Culinary
Lisa Jones,19,3.1,37,Sophomore,Engineering
Daniel Johnson,17,3.65,4,Freshmen,Criminal Justice
Jane Garcia,14,2.15,40,Freshmen,Early Childhood Education
Jane Jordan,17,1.39,36,Sophomore,Business
Patrick Smith,19,2.79,52,Freshmen,Early College
Dave Miller,17,2.63,17,Senior,Criminal Justice
Daniel Patel,19,1.8,3,Junior,Early Childhood Education
Jane Miller,17,1.84,38,Senior,Early College
Jill Lewis,17,3.69,48,Senior,Marketing
Daniel Garcia,16,1.99,37,Junior,Marketing
Patrick Patel,15,1.49,10,Victory Lap,Criminal Justice
Josh Anderson,17,1.51,38,Junior,Business
Dave Miller,15,3.22,42,Victory Lap,Business
Lisa Johnson,15,2.39,49,Sophomore,Bio Med
Emma Jordan,16,2.58,45,Senior,Early Childhood Education
Emma Patel,17,3.34,56,Junior,Early College
Stephanie Garcia,14,3.2,10,Sophomore,Bio Med
Ben Davis,14,2.52,33,Victory Lap,Business
Christina Rulli,16,0.67,50,Senior,Early College
Aiden Rulli,19,2.85,24,Sophomore,Bio Med
Aiden Bradberry,16,1.62,54,Freshmen,Computer Science
Christina Rulli,15,1.48,59,Freshmen,Culinary
Patrick Brown,15,1.59,9,Victory Lap,Marketing
Stephanie Patel,19,1.09,23,Junior,Bio Med
Jill Smith,19,3.2,25,Junior,Early Childhood Education
Jill Garcia,18,3.59,55,Freshmen,Culinary
Marge Brown,17,4.1,53,Junior,Bio Med
Stephanie Anderson,19,1.92,4,Victory Lap,Engineering
Ben Smith,15,1.59,20,Junior,Computer Science
Jordan Anderson,16,3.73,44,Senior,Criminal Justice
Markus Robinson,16,1.68,23,Senior,Early Childhood Education
Emma Davis,14,2.47,51,Senior,Marketing
Patrick Garcia,16,3.82,0,Sophomore,Culinary
Marge Bradberry,18,3.82,25,Sophomore,Engineering
Patrick Garcia,19,0.47,26,Victory Lap,Early College
Christina Brown,18,3.82,59,Senior,Culinary
Joey Brown,14,1.68,7,Victory Lap,Early Childhood Education
Jordan Lewis,16,2.61,51,Freshmen,Business
Jane Anderson,15,4.15,12,Sophomore,Engineering
Stephanie Bradberry,18,0.55,27,Senior,Early Childhood Education
Christina Brown,15,3.22,20,Sophomore,Early Childhood Education
Dave Jordan,17,4.13,45,Victory Lap,Marketing
Dave Savoie,17,2.44,30,Junior,Business
Daniel Smith,18,3.37,19,Freshmen,Business
Rachel Davis,16,1.81,18,Sophomore,Early College
Dave Lewis,14,0.34,21,Freshmen,Criminal Justice
Aiden Brown,17,3.11,6,Victory Lap,Bio Med
Christina Smith,16,4.25,45,Senior,Marketing
Aiden Bradberry,19,3.71,40,Victory Lap,Criminal Justice
Ben Savoie,19,2.49,46,Sophomore,Marketing
Ben Bradberry,16,0.97,55,Sophomore,Early College
Jill Smith,15,3.5,43,Junior,Marketing
Jane Jordan,17,1.77,40,Senior,Culinary
Josh Brown,17,4.08,15,Victory Lap,Business
Jane Brown,16,1.06,56,Freshmen,Business
Jane Garcia,17,3.04,58,Victory Lap,Culinary
Jordan Jordan,16,3.89,22,Senior,Business
Stephanie Davis,16,3.78,6,Victory Lap,Business
Joey Rulli,17,3.32,57,Junior,Culinary
Aiden Miller,15,3.66,38,Junior,Engineering
Dave Garcia,15,0.91,36,Sophomore,Criminal Justice
Daniel Jones,15,1.85,45,Sophomore,Bio Med
Emma Jordan,19,3.73,36,Victory Lap,Culinary
Emma Brown,17,1.93,33,Junior,Engineering
Catherine Garcia,18,1.91,1,Victory Lap,Business
Noah Savoie,17,4.09,4,Freshmen,Marketing
Markus Jones,15,3.88,53,Senior,Marketing
Patrick Jones,17,2.88,43,Victory Lap,Business
Rachel Bradberry,16,1.8,19,Senior,Bio Med
Mack Robinson,16,3.14,8,Freshmen,Early Childhood Education
Markus Lewis,19,2.17,4,Victory Lap,Business
Jordan Davis,15,0.57,60,Freshmen,Early Childhood Education
Lisa Jones,17,3.24,8,Victory Lap,Early College
Joey Lewis,15,3.48,4,Victory Lap,Marketing
Aiden Lewis,15,2.21,20,Sophomore,Marketing
Jane Garcia,18,1.7,52,Victory Lap,Business
Mack Lewis,16,3.62,51,Senior,Computer Science
Matthew Davis,18,3.22,58,Sophomore,Criminal Justice
Patrick Miller,14,0.67,47,Sophomore,Early Childhood Education
Jill Savoie,15,1.98,28,Freshmen,Early Childhood Education
Noah Smith,16,3.56,58,Sophomore,Culinary
Dave Brown,14,0.71,58,Junior,Engineering
Matthew Smith,19,3.46,51,Sophomore,Business
Noah Bradberry,16,2.91,5,Victory Lap,Computer Science
Mack Jordan,16,2.7,1,Junior,Criminal Justice
Daniel Anderson,14,0.93,45,Senior,Engineering
Catherine Patel,17,3.96,7,Victory Lap,Culinary
Catherine Jones,17,3.17,40,Freshmen,Engineering
Christina Jones,18,2.3,51,Senior,Early College
Patrick Johnson,19,3.86,33,Sophomore,Criminal Justice
Markus Bradberry,15,1.22,53,Victory Lap,Business
Josh Anderson,15,0.54,40,Victory Lap,Marketing
Josh Anderson,17,2.57,52,Sophomore,Early Childhood Education
Dave Brown,17,2.65,25,Junior,Engineering
Lisa Robinson,16,0.98,28,Junior,Engineering
Emma Garcia,14,2.24,26,Junior,Engineering
Catherine Miller,16,2.98,0,Sophomore,Marketing
Stephanie Anderson,18,3.87,14,Victory Lap,Engineering
Ben Bradberry,19,1.24,41,Senior,Engineering
Jane Jones,19,3.7,18,Junior,Bio Med
Catherine Miller,17,0.8,1,Victory Lap,Early College
Noah Jordan,17,4.15,58,Junior,Early Childhood Education
Christina Savoie,19,3.03,1,Junior,Criminal Justice
Jane Johnson,16,2.27,50,Freshmen,Business
Marge Lewis,19,1.63,45,Sophomore,Early College
Jane Garcia,18,0.86,15,Junior,Culinary
Joey Johnson,16,2.33,57,Junior,Early College
Catherine Lewis,16,3.58,47,Victory Lap,Criminal Justice
Joey Miller,18,4.11,60,Victory Lap,Early College
Dave Johnson,19,2.11,43,Junior,Business
Josh Anderson,19,2.96,40,Victory Lap,Early Childhood Education
Catherine Jordan,16,1.8,46,Victory Lap,Bio Med
Mack Garcia,14,3.28,43,Senior,Early College
Dave Robinson,15,1.06,1,Freshmen,Bio Med
Lisa Brown,14,2.02,29,Junior,Engineering
Patrick Bradberry,16,4.16,43,Senior,Engineering
Emma Jones,16,0.93,20,Sophomore,Computer Science
Noah Robinson,16,1.67,59,Sophomore,Early Childhood Education
Marge Bradberry,19,1.87,13,Sophomore,Early Childhood Education
Ben Bradberry,17,0.57,2,Junior,Culinary
Stephanie Lewis,15,1.01,26,Sophomore,Marketing
Lisa Savoie,17,1.65,15,Senior,Bio Med
Stephanie Jordan,17,1.89,55,Freshmen,Bio Med
Joey Garcia,19,4.11,10,Senior,Early Childhood Education
Ben Smith,14,2.32,12,Sophomore,Early College
Noah Jordan,15,3.18,39,Junior,Computer Science
Patrick Savoie,14,2.27,18,Freshmen,Business
Markus Davis,17,2.59,37,Junior,Computer Science
Mack Smith,17,1.64,27,Victory Lap,Criminal Justice
Lisa Rulli,19,0.55,31,Victory Lap,Culinary
Matthew Davis,18,2.38,57,Junior,Engineering
Aiden Davis,17,2.25,56,Victory Lap,Computer Science
Jill Jones,15,3.28,41,Junior,Early College
Aiden Johnson,17,0.3,60,Senior,Marketing
Daniel Rulli,16,0.97,37,Freshmen,Bio Med
Christina Lewis,16,3.05,60,Victory Lap,Early College
Emma Anderson,17,2.28,34,Freshmen,Bio Med
Marge Anderson,19,3.56,19,Sophomore,Culinary
Markus Robinson,14,4.03,2,Junior,Early Childhood Education
Joey Lewis,18,1.38,10,Sophomore,Early College
Ben Rulli,16,2.8,8,Senior,Culinary
Jill Anderson,19,4.16,36,Victory Lap,Culinary
Lisa Bradberry,17,1.01,57,Sophomore,Early College
Catherine Patel,14,1.54,44,Junior,Culinary
Rachel Jones,16,1.74,19,Sophomore,Early College
Matthew Robinson,15,1.67,5,Senior,Bio Med
Rachel Rulli,15,3.36,59,Freshmen,Early Childhood Education
Rachel Davis,18,3.6,25,Freshmen,Early Childhood Education
Noah Patel,19,4.29,12,Senior,Culinary
Matthew Anderson,16,1.03,26,Freshmen,Early Childhood Education
Noah Anderson,14,2.11,8,Sophomore,Business
Dave Johnson,19,1.59,42,Freshmen,Bio Med
Stephanie Brown,16,1.59,4,Senior,Criminal Justice
Dave Bradberry,16,3.48,15,Senior,Computer Science
Mack Savoie,16,0.73,58,Junior,Criminal Justice
Matthew Brown,16,1.13,23,Freshmen,Business
Patrick Garcia,15,3.05,55,Junior,Early Childhood Education
Catherine Savoie,16,0.93,54,Sophomore,Marketing
Jane Brown,14,3.86,30,Junior,Marketing
Emma Brown,17,0.52,9,Junior,Computer Science
Noah Robinson,16,3.91,56,Freshmen,Marketing
Aiden Johnson,17,1.73,20,Sophomore,Bio Med
Jill Patel,14,2.96,26,Senior,Culinary
Stephanie Jordan,17,3.32,24,Senior,Early Childhood Education
Markus Brown,18,1.68,40,Senior,Criminal Justice
Daniel Brown,17,0.93,4,Victory Lap,Computer Science
Josh Davis,15,3.15,12,Sophomore,Criminal Justice
Markus Savoie,19,2.15,14,Sophomore,Bio Med
Patrick Johnson,16,1.57,8,Freshmen,Early College
Aiden Garcia,19,1.33,20,Junior,Early Childhood Education
Matthew Savoie,18,3.46,55,Senior,Early Childhood Education
Ben Davis,17,3.71,28,Freshmen,Computer Science
Stephanie Savoie,16,3.23,24,Freshmen,Culinary
Joey Johnson,14,1.22,6,Freshmen,Marketing
Josh Bradberry,15,1.73,59,Sophomore,Early College
Dave Brown,16,3.99,35,Sophomore,Bio Med
Jane Jordan,18,2.29,23,Sophomore,Business
Jane Johnson,17,1.18,53,Freshmen,Culinary
Jane Johnson,18,3.5,17,Freshmen,Marketing
Marge Patel,18,1.59,57,Senior,Bio Med
Patrick Jordan,18,3.92,39,Junior,Bio Med
Jordan Miller,18,0.98,20,Senior,Engineering
Patrick Jones,15,0.72,33,Junior,Engineering
Daniel Anderson,14,0.32,35,Junior,Marketing
Noah Robinson,16,3.59,5,Sophomore,Early Childhood Education
Mack Smith,14,3.3,0,Freshmen,Early College
Rachel Brown,14,2.98,12,Victory Lap,Computer Science
Joey Rulli,16,4.25,11,Senior,Early Childhood Education
Lisa Anderson,18,3.41,49,Victory Lap,Early Childhood Education
Patrick Davis,16,1.0,45,Junior,Engineering
Ben Rulli,18,1.98,24,Senior,Early College
Jane Savoie,18,3.32,28,Freshmen,Marketing
Emma Bradberry,18,0.36,39,Freshmen,Early Childhood Education
Aiden Davis,16,3.65,49,Sophomore,Business
Marge Miller,15,4.29,21,Victory Lap,Criminal Justice
Aiden Anderson,15,3.13,52,Sophomore,Culinary
Noah Anderson,18,2.18,15,Sophomore,Bio Med
Christina Brown,18,1.9,33,Sophomore,Early Childhood Education
Markus Anderson,16,0.52,1,Junior,Early Childhood Education
Daniel Jordan,18,2.39,45,Victory Lap,Early College
Emma Miller,17,2.83,57,Sophomore,Engineering
Stephanie Rulli,19,0.63,0,Senior,Computer Science
Noah Smith,15,0.64,33,Victory Lap,Computer Science
Emma Rulli,18,3.46,36,Freshmen,Engineering
Aiden Savoie,18,3.18,16,Sophomore,Culinary
Emma Savoie,14,0.6,1,Sophomore,Early Childhood Education
Mack Garcia,19,0.73,45,Senior,Business
Ben Johnson,15,1.62,24,Freshmen,Early Childhood Education
Aiden Johnson,14,2.12,17,Senior,Bio Med
Catherine Smith,18,3.39,48,Senior,Marketing
Catherine Anderson,15,0.55,41,Junior,Bio Med
Mack Miller,17,3.13,6,Sophomore,Criminal Justice
Aiden Johnson,14,1.41,40,Junior,Computer Science
Emma Davis,18,1.04,44,Victory Lap,Marketing
Markus Brown,17,2.05,39,Victory Lap,Computer Science
Joey Lewis,14,3.4,51,Junior,Computer Science
Daniel Robinson,17,1.64,56,Victory Lap,Early Childhood Education
Stephanie Smith,15,1.1,19,Freshmen,Bio Med
Lisa Bradberry,19,0.66,37,Victory Lap,Early College
Josh Patel,18,1.98,22,Freshmen,Computer Science
Jill Davis,18,1.86,38,Sophomore,Marketing
Lisa Robinson,15,0.95,48,Senior,Early College
Markus Jones,14,3.22,21,Junior,Bio Med
Rachel Jones,18,1.88,21,Senior,Computer Science
Josh Smith,16,1.67,24,Senior,Early Childhood Education
Stephanie Savoie,18,2.84,32,Victory Lap,Marketing
Marge Anderson,19,3.12,51,Sophomore,Business
Jill Bradberry,19,0.96,10,Senior,Early Childhood Education
Stephanie Miller,17,1.62,21,Sophomore,Marketing
Dave Lewis,18,2.33,58,Senior,Computer Science
Daniel Robinson,19,3.35,48,Junior,Criminal Justice
Ben Rulli,17,2.6,44,Junior,Early College
Stephanie Jordan,19,3.89,2,Victory Lap,Bio Med
Jill Garcia,15,1.15,21,Sophomore,Marketing
Ben Bradberry,18,2.08,47,Senior,Computer Science
Dave Davis,18,2.62,23,Sophomore,Early College
